subject_code,assessment_name,student_number,score,feedback_text,silo_tags_text,weight,weighted_score
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0092,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.2
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0092,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,13.0
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0092,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,22.4
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0092,59,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,20.65
CSE1OOF,CSE1OOF - Test,STU0093,61,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,9.15
CSE1OOF,CSE1OOF - Practical demonstration,STU0093,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,13.4
CSE1OOF,CSE1OOF - Assignment,STU0093,61,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,15.25
CSE1OOF,CSE1OOF - Central examination,STU0093,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,26.0
CSE2ALG,CSE2ALG - Test,STU0093,60,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,12.0
CSE2ALG,CSE2ALG - Assignment,STU0093,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,19.8
CSE2ALG,CSE2ALG - Central examination,STU0093,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,32.5
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0093,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.5
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0093,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,13.4
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0093,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,22.4
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0093,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,23.45
CSE1OOF,CSE1OOF - Test,STU0094,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,9.299999999999999
CSE1OOF,CSE1OOF - Practical demonstration,STU0094,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,12.8
CSE1OOF,CSE1OOF - Assignment,STU0094,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,16.5
CSE1OOF,CSE1OOF - Central examination,STU0094,68,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,27.200000000000003
CSE2ALG,CSE2ALG - Test,STU0094,63,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,12.600000000000001
CSE2ALG,CSE2ALG - Assignment,STU0094,63,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,18.9
CSE2ALG,CSE2ALG - Central examination,STU0094,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,33.5
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0094,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.6000000000000005
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0094,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,12.4
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0094,61,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,21.349999999999998
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0094,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,22.4
CSE1OOF,CSE1OOF - Test,STU0095,58,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,8.7
CSE1OOF,CSE1OOF - Practical demonstration,STU0095,61,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,12.200000000000001
CSE1OOF,CSE1OOF - Assignment,STU0095,56,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,14.0
CSE1OOF,CSE1OOF - Central examination,STU0095,58,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,23.200000000000003
CSE2ALG,CSE2ALG - Test,STU0095,59,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,11.8
CSE2ALG,CSE2ALG - Assignment,STU0095,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,18.599999999999998
CSE2ALG,CSE2ALG - Central examination,STU0095,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,31.0
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0095,60,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.0
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0095,60,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,12.0
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0095,61,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,21.349999999999998
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0095,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,22.4
CSE1OOF,CSE1OOF - Test,STU0096,57,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,8.549999999999999
CSE1OOF,CSE1OOF - Practical demonstration,STU0096,58,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,11.600000000000001
CSE1OOF,CSE1OOF - Assignment,STU0096,56,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,14.0
CSE1OOF,CSE1OOF - Central examination,STU0096,56,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,22.400000000000002
CSE2ALG,CSE2ALG - Test,STU0096,54,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,10.8
CSE2ALG,CSE2ALG - Assignment,STU0096,60,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,18.0
CSE2ALG,CSE2ALG - Central examination,STU0096,59,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,29.5
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0096,59,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,5.9
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0096,57,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,11.4
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0096,56,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,19.599999999999998
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0096,57,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,19.95
CSE1OOF,CSE1OOF - Test,STU0097,74,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,11.1
CSE1OOF,CSE1OOF - Practical demonstration,STU0097,72,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,14.4
CSE1OOF,CSE1OOF - Assignment,STU0097,75,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,18.75
CSE1OOF,CSE1OOF - Central examination,STU0097,73,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,29.200000000000003
CSE2ALG,CSE2ALG - Test,STU0097,77,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,15.4
CSE2ALG,CSE2ALG - Assignment,STU0097,75,"This strong result shows well-developed understanding of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,22.5
CSE2ALG,CSE2ALG - Central examination,STU0097,76,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,38.0
